,sentence,sentiment,source
417,This is the first phone I've had that has been so cheaply made.,0,amazon_cells_labelled
418,"Att is not clear, sound is very distorted and you have to yell when you talk.",0,amazon_cells_labelled
419,The plastic breaks really easy on this clip.,0,amazon_cells_labelled
420,Price is good too.,1,amazon_cells_labelled
421,Don't make the same mistake I did.,0,amazon_cells_labelled
422,Oh and I forgot to also mention the weird color effect it has on your phone.,0,amazon_cells_labelled
423,I'm using it with an iriver SPINN (with case) and it fits fine.,1,amazon_cells_labelled
424,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,amazon_cells_labelled
425,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,amazon_cells_labelled
426,"every thing on phone work perfectly, she like it.",1,amazon_cells_labelled
427,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,amazon_cells_labelled
428,IT'S REALLY EASY.,1,amazon_cells_labelled
429,My Sanyo has survived dozens of drops on blacktop without ill effect.,1,amazon_cells_labelled
430,Fantastic earphones.,1,amazon_cells_labelled
431,It finds my cell phone right away when I enter the car.,1,amazon_cells_labelled
432,Low Quality.,0,amazon_cells_labelled
433,I highly recommend this modest priced cellular phone.,1,amazon_cells_labelled
434,But it does get better reception and clarity than any phone I've had before.,1,amazon_cells_labelled
435,Warning - Stay away.,0,amazon_cells_labelled
436,I wish I could return the unit and get back my money.,0,amazon_cells_labelled
437,Awsome Device Works Great!!.,1,amazon_cells_labelled
438,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,amazon_cells_labelled
439,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,amazon_cells_labelled
440,Very Displeased.,0,amazon_cells_labelled
441,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,amazon_cells_labelled
442,They made this case too small and is very difficult to install.,0,amazon_cells_labelled
443,Restored my phone to like new performance.,1,amazon_cells_labelled
444,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,amazon_cells_labelled
445,"I searched the Internet, and found this one to be the best value.",1,amazon_cells_labelled
446,Does not fit.,0,amazon_cells_labelled
447,Very happy with this product.,1,amazon_cells_labelled
448,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,amazon_cells_labelled
449,There's really nothing bad I can say about this headset.,0,amazon_cells_labelled
450,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,amazon_cells_labelled
451,Portable and it works.,1,amazon_cells_labelled
452,"My colleague & I now get great reception.A little expensive, but performance is great.",1,amazon_cells_labelled
453,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,amazon_cells_labelled
454,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,amazon_cells_labelled
455,Not good when wearing a hat or sunglasses.,0,amazon_cells_labelled
456,Timely shipment and quality product.,1,amazon_cells_labelled
457,Nice solid keyboard.,1,amazon_cells_labelled
458,Very well made and fits my Surefire GX2 perfectly.,1,amazon_cells_labelled
459,Horrible phone.,0,amazon_cells_labelled
460,BT50 battery junk!.,0,amazon_cells_labelled
461,We would recommend these to others.,1,amazon_cells_labelled
462,Cant get the software to work with my computer.,0,amazon_cells_labelled
463,Disappointed!.,0,amazon_cells_labelled
464,poor voice clarity.,0,amazon_cells_labelled
465,The battery works great!,1,amazon_cells_labelled
466,No buyers remorse on this one!.,0,amazon_cells_labelled
467,Very disappointed in AccessoryOne.,0,amazon_cells_labelled
468,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,amazon_cells_labelled
469,"Looks great and is strong.""",1,amazon_cells_labelled
470,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,amazon_cells_labelled
471,The update procedure is difficult and cumbersome.,0,amazon_cells_labelled
472,Disappointment.. I hate anything that goes in my ear.,0,amazon_cells_labelled
473,Great software for Motorolas.,1,amazon_cells_labelled
474,The delivery was on time.,1,amazon_cells_labelled
475,Very easy to use.,1,amazon_cells_labelled
476,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,amazon_cells_labelled
477,The volume switch rocketed out of the unit to a destination unknown.,0,amazon_cells_labelled
478,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,amazon_cells_labelled
479,I'd like to return it.,0,amazon_cells_labelled
480,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,amazon_cells_labelled
481,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,amazon_cells_labelled
482,"After charging overnight, these batteries work great.",1,amazon_cells_labelled
483,You won't regret it!,1,amazon_cells_labelled
484,I love this phone!.,1,amazon_cells_labelled
485,A Disappointment.,0,amazon_cells_labelled
486,Its not user friendly.,0,amazon_cells_labelled
487,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,amazon_cells_labelled
488,"Then I exchanged for the same phone, even that had the same problem.",0,amazon_cells_labelled
489,This results in the phone being either stuck at max volume or mute.,0,amazon_cells_labelled
490,This PDA rocks.,1,amazon_cells_labelled
491,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,amazon_cells_labelled
492,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,amazon_cells_labelled
493,I had Verizon 2 years ago and really liked their service.,1,amazon_cells_labelled
494,Pretty piece of junk.,0,amazon_cells_labelled
495,Plug was the wrong size.,0,amazon_cells_labelled
496,Works as described.,1,amazon_cells_labelled
497,Save your money.... I've had this item for 11 months now.,0,amazon_cells_labelled
498,Bad Purchase.,0,amazon_cells_labelled
499,WELL IM SATISFIED.,1,amazon_cells_labelled
500,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,amazon_cells_labelled
501,This battery is an excellent bargain!,1,amazon_cells_labelled
502,Defective crap.,0,amazon_cells_labelled
503,I would have given no star if I was able.,0,amazon_cells_labelled
504,I wear glasses and it fits fine with them.,1,amazon_cells_labelled
505,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,amazon_cells_labelled
506,I would not recommend this item to anyone.,0,amazon_cells_labelled
507,The holster that arrived did not match the photo in the ad.,0,amazon_cells_labelled
508,great...no problems at all!.,1,amazon_cells_labelled
509,"As an earlier review noted, plug in this charger and nothing happens.",0,amazon_cells_labelled
510,This frog phone charm is adorable and very eye catching.,1,amazon_cells_labelled
511,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,amazon_cells_labelled
512,The sound is clear and the people I talk to on it are amazed at the quality too.,1,amazon_cells_labelled
513,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,amazon_cells_labelled
514,"very good product, well made.",1,amazon_cells_labelled
515,Mobile Phone Tools are a must have.,1,amazon_cells_labelled
516,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,amazon_cells_labelled
517,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,amazon_cells_labelled
518,The phone is sturdy and waterproof.,1,amazon_cells_labelled
519,I am not impressed with this and i would not recommend this item to anyone.,0,amazon_cells_labelled
520,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,amazon_cells_labelled
521,Thanks again to Amazon for having the things I need for a good price!,1,amazon_cells_labelled
522,I ended up sliding it on the edge of my pants or back pockets instead.,1,amazon_cells_labelled
523,I had to go to a store and bought a new NOKIA phone which is working great.,1,amazon_cells_labelled
524,Works great!.,1,amazon_cells_labelled
525,REALLY UGLY.,0,amazon_cells_labelled
526,"horrible, had to switch 3 times.",0,amazon_cells_labelled
527,The noise shield is incrediable.,1,amazon_cells_labelled
528,No real improvement.,0,amazon_cells_labelled
529,Razr Battery - Good buy.,1,amazon_cells_labelled
530,Keep up the good work Amazon!!,1,amazon_cells_labelled
531,They refuse to refund or replace.,0,amazon_cells_labelled
532,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,amazon_cells_labelled
533,So I basically threw my money out the window for nothing.,0,amazon_cells_labelled
534,Great case and price!,1,amazon_cells_labelled
535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,amazon_cells_labelled
536,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,amazon_cells_labelled
537,"Small, sleek, impressive looking, practical setup with ample storage in place.",1,amazon_cells_labelled
538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,amazon_cells_labelled
539,none of the new ones have ever quite worked properly.,0,amazon_cells_labelled
540,I am glad I purchased it.,1,amazon_cells_labelled
541,I've missed numerous calls because of this reason.,0,amazon_cells_labelled
542,"Perhaps my phone is defective, but people cannot hear me when I use this.",0,amazon_cells_labelled
543,Don't buy this product.,0,amazon_cells_labelled
544,"sucked, most of the stuff does not work with my phone.",0,amazon_cells_labelled
545,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,amazon_cells_labelled
